"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5"
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-13",,,,,"5.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-14",,,,,"5.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-15",,,,,"4.1",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-16",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-17",,,,,"0.5",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-18",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-19",,,,,"1.5",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-20",,,,,"7.6",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-21",,,,,"0.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-22",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-23",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-24",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-25",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-26",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-27",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-28",,,,,"0.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-04-30",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-05-01",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-07",,,,,"0.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-08",,,,,"3.6",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-09",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-16",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-18",,,,,"0.5",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-19",,,,,"5.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-20",,,,,"1.5",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-21",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-24",,,,,"4.1",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-25",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-26",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-27",,,,,"1.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-28",,,,,"0.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-29",,,,,"1.0",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-06-30",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-01",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-02",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-03",,,,,"4.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-04",,,,,"0.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-05",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-06",,,,,"0.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-20",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-21",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-25",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-26",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-07-28",,,,,"7.9",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-02",,,,,"2.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-03",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-04",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-05",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-06",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-07",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-08",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-09",,,,,"2.0",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-10",,,,,"2.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-12",,,,,"0.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-13",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-14",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-15",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-16",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-17",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-30",,,,,"0.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-08-31",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-09-01",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-09-02",,,,,"0.3",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-09-03",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-09-07",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-09-08",,,,,"1.0",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-15",,,,,"3.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-16",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-17",,,,,"1.5",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-18",,,,,"4.1",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-19",,,,,"14.7",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-20",,,,,"0.8",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-24",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-26",,,,,"2.5",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-27",,,,,"1.5",,,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-28",,,,,"0.0","0.0",,,,,,,,,
"US1WAJF0014","BRINNON 1.7 WSW, WA US","47.66677","-122.92866","202.7","2019-11-29",,,,,"0.0","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-01",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-02",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-03",,,,,"10.7",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-04",,,,,"14.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-07",,"    3","13.5",,,,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-08",,,,,"0.5",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-09",,,,,"8.9",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-10",,,,,"8.1",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-11",,,,,"0.8",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-12",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-13",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-14",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-15",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-16",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-17",,,,,"3.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-18",,,,,"3.8",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-19",,,,,"7.1",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-20",,,,,"1.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-21",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-22",,,,,"0.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-23",,,,,"17.8",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-25",,"    2","2.3",,,,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-26",,,,,"0.5",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-27",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-28",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-29",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-30",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-01-31",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-01",,,,,"4.1",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-02",,,,,"8.9",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-03",,,,,"1.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-04",,,,,"8.9","152.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-05",,,,,"0.5","8.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-06",,,,,"0.0","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-07",,,,,"0.0","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-08",,,,,"0.0","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-09",,,,,"28.4","229.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-10",,,,,"0.0","3.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-11",,,,,"17.8","102.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-12",,,,,"25.9","127.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-13",,,,,"3.8","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-14",,,,,"0.0","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-15",,,,,"4.8","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-16",,,,,"0.5","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-17",,,,,"9.9","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-18",,,,,"0.5","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-19",,,,,"1.8","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-20",,,,,"6.9","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-21",,,,,"0.8","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-22",,,,,"0.0","0.0",,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-02-28",,"    6","6.9",,,,"0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-01",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-02",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-03",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-04",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-05",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-06",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-07",,,,,"6.9","25.0","25.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-08",,,,,"0.8","0.0","0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-09",,,,,"2.0","0.0","0.0",,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-10",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-11",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-12",,,,,"19.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-13",,,,,"4.8",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-14",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-15",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-16",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-17",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-18",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-19",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-20",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-21",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-22",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-23",,,,,"0.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-24",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-25",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-26",,,,,"5.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-27",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-28",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-29",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-30",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-03-31",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-01",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-02",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-03",,,,,"0.5",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-04",,,,,"0.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-05",,,,,"5.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-08",,"    3","19.8",,,,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-09",,,,,"5.6",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-10",,,,,"0.5",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-11",,,,,"8.1",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-12",,,,,"11.2",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-13",,,,,"1.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-14",,,,,"1.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-15",,,,,"0.5",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-16",,,,,"0.0",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-17",,,,,"4.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-18",,,,,"2.5",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-19",,,,,"1.8",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-20",,,,,"0.8",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-21",,,,,"4.3",,,,,,,,,,
"US1WAKG0225","SEATTLE 2.1 ESE, WA US","47.6117","-122.3085","121.3","2019-04-22",,,,,"1.0",,,,,,,,,,
